text,label
"Покупали два таких аппарата - у всех одинаковые симптомы!
Один сдавали по гарантии (выяснилось - внутри отходят соединения)
За такие деньги могли бы и повыше качество сделать.
Теперь мучимся с двумя (глюки продолжаются).
Рекомендую взять другую модельку.",0
"Динамик поменяли через 2 месяца, отказал. Ещё через 2 начал глючить тачскрин, иногда не нажимается, иногда просто начинает все включаться в разных местах. Отнесу ещё раз! Буду носить пока не вернут деньги.",0
"Купил жене пару месяцев назад. Пару недель назад начались проблемы с микрофоном, а именно на том конце провода тебя не слышно, не зависимо входящий звонок поступает или исходящий. Но если во время разговора перейти на громкую связь, то микрофон начинает замечательно функционировать. Так же запись голосовых сообщений в том же Телеграмме проходит как-то странно, первые секунд 15 по амплитуде видно, что микрофон тебя слышит, но на записи вместо голоса тишина и редкие хрипы, спустя секунд 15-20 звук появляется. За сим грешу на сырое ПО относительно нового телефона. Оставил 1★, ибо телефон в первую очередь средство связи.",0
"Тоже купил как недорогой антикризисный вариант с двумя симками. До этого благополучно утопил свой старенький Huawei P1 Ascend XL.
Теперь понимаю, что удобство владения телефоном определяется не количеством и частотой процессоров и не объемом аккумулятора, и более свежим андроидом. 
Условно говоря, мой старый хуавей был на пару голов выше этого ""кирпича"".
Жалею о покупке.",0
брать такой аппарат просто не советую. брал в евросети проблема с возвратом и обменом. теперь просто выбрасывать этот хлам.,0
"Купил этот телефон, вскоре люто захрипел динамик, да в добавок при нагрузках процессора появлялась красная полоска ""выгоревших пикселей"". Обменял на другой. Опять хрипит динамик, хоть и меньше и обнаружено 5 битых субпикселей (заметных на черном экране). Не рекомендую данный телефон. Два косяка подряд - это слишком.",0
"Повёлся на  очень хорошие отзывы.Такое ощущение,что все положительные куплены или сделаны сотрудниками,а плохие удалены.Искренне не советую брать данную модель.Рынок очень велик,присмотритесь к чему-то более существенному.",0
"А самое главное не могут отремонтировать даже в сервисном центре. Дважды сдавал в ремонт, возвращают с теми же проблемами. НЕ БЕРИТЕ ЭТО Г.......",0
"не покупайте. Очень не надежный товар. Все ломается быстро. Хотя ... может кому и повезет ... 1 из 100000... 
ДНС спасибо за внимание и Оперативность в удалении отрицательных отзывов",0
"Вывод однозначный - брать не стоит, если не хочешь проводить время в очередях на ремонт, т.к. телефон очень не надежный. Это я еще эксплуатирую сверх аккуратно, ношу только в чехле, не ронял ни разу и заряжаю его 1 раз в 2 недели.",0
"Не советую покупать. Эксплуатация 1,5 месяца, гарантийный ремонт 45 дней, замена на новый работа 3 дня и выход из строя сенсора.",0
"Ни в коем случае не покупайте его! Берите именитых брендов HTC, LG, Samsung.
Микрофон то работает то не работает. В связи с этим сдать его в сервис не получается.",0
"купил 17 дней назад, был доволен. Через 3 дня купил флеху на 16 гб и удовольствие прикратилось ))) телефон стал жутко тормозить вплоть до того что даже не включался пока флешку не вытащиш из разъема, после чего приходилось ее форматировать и тогда на час - два все опять впорядке - потом по новой.. отнес флеху на экспертизу - через 5 дней пришел ответ  -с флешкой все впорядке. Флешка была 4 класса - подумал вдруг в этом дело - взял подороже на 10 класса - только вставил - та же история... Короче предполагаю заводской брак телефона. На днях пойду отдавать в сц . т.к. 15 дней прошло будут делать 45 дней. и тут вопрос,  а стоило ли покупать такой телефон за такие деньги если судя по отзывам 100% рабочий попадается 1 из 100 )))",0
"Недавно ездил отдыхоть на море и решил использовать сей девайс в качестве навигатора, и каково было моё удивление когда через 2 часа работы в качестве GPS он начал пиликать и выводить на экран сообщение о перегреве аккумулятора с предложением отключить или продолжить работу, при этом нет возможности пользоваться навигатором. Вы скажите-лето, жара. Но! В машине работал кандёр и температура была около 20-25 градусов, а так же смартфон был убран от прямых солнечных лучей! Ну и на последок серебристая полоса украшенной пластмассы по периметру телефона начала облазить и из за этого он выглядит, прямо сказать, облезло!",0
"Видимо мне не повезло с телефоном, попробую съездить может поменяют, а может и отправят скажут что это все так и должно быть. Хотя с момента покупки прошло всего 6 дней.",0
"Камера на уровне 2007 года, батарею сливает непонятно куда, это два ну оч серьезных недостатка с которыми мириться не намерен, надеюсь получится перепродать этот китайфон",0
"купил один из трех экземпляров. у первого пропал звук при проверке, у второго был какой то брак внизу экрана как будто скол на стекле только с внутренней стороны - решил не брать, в третьем магазине забрал витринный образец. 
сильно требовательными приложениями телефон не грузил, главным критерием была емкая батарея - которая не сильно и впечатлила в результате.
старый Самсунг с 600 маh держит до сих пор 4 дня со средней интенсивностью разговоров, хотя ему уже 5 лет",0
"На счет  камеры  претензии,  что  невозможно  фотографировать -  бред.  13мп,  конечно,  не реальны,  интерполяция с 8мп явно.  Там же недостаток,  что  автофокус исключительно  по  центру.  Престиджио мьюз д3 (стоимостью  в половину этой модели) показывает лучшие результаты,  но  для инстаграмчика и бытовых фото  вполне приемлемо.  В т.ч.  и текст  фотографирует  нормально.  Советую  вместо  штатного  приложения установить  что-то  иное,  сама пользовалась  Camera FV-5.  

В общем сомнительное приобретение,  на удачу. если вам повезет  приобрести смарт  без  болячек -  то  это хорошая рабочая лошадка, но , к сожалению,  большая их  часть  мертворожденные.",0
2400 мАч там просто нет. Заряд тает на глазах. Причем проблема не только у меня одного. Обменял на ASUS c небольшой доплатой - доволен. Не советую покупать,0
"Перед новым годом решили сделать с мужем себе подарок смартфоны...изначально выбор пал на самсунги, даже присмотрели определённые марки. Заехали в другой магазин, но там был такой только один такой телефон, мы же хотели одинаковые. Недалеко находилась фрау техника. Там были такие телефоны в наличии, но продавец предложил нам рассмотреть acerZ530, мол у него память, звук и камера и цветопередача лучше, за ту же цену. И действииительно!!! Пропользовавшись им 16дней (подчеркиваю дни,потому что день назад я могла бы вернуть свои деньги)мне пришлось отдать его в сервис на 45 дней, перестал работать  микрофон,т.е. на другом конце провода меня не слышно. Ещё из недостатков AcerZ530 хочу отметить, что с датой и часами вечно какая-то проблема, постоянно приходилось настравивать. И то что к вайфаю подключался только после перезагрузки. Сегодняшний отзыв пишу на четвертый день нахождения моего смартфона в сервисе, именно сегодня отказался работать микрофон на телефоне мужа!!!подчеркну на 20й день пользования!завтра повезем в сервис(((((",0
"Был отзыв о перегреве, видимо мне попался такой же бракованный. Играя в тяжелые игры (WOT Blitz) нагревается до критической и просит извлечь аккумулятор через 10-15 мин. Писал по обратной связи, сказали вероятно бракованный аккумулятор, везти в сервисный.",0
"Мне нужен телефон с хорошим емким аккумулятором и хорошей камерой - это основные параметры. После покупки, понял, что с камерой меня обманули, мой старый посредственный телефон Sony xperia P, 8 Мп  снимал на порядок лучше. Я весь день провозился с настройками, но все снимки размазаны, что на 8 Мп и те, что на 13 Мп, цвета ужасные. Разумеется сравниваю с Sony. Я ожидал, что качество будет не очень, но не на столько плохо. Мне казалось, что камера 13 Мп должна снимать никак не хуже чем 8 Мп, во всяком случае в том, что касается резкости и разрешения.",0
"Хорошая задумка, но недостаточное исполнение. Могли бы уже и проверять телефоны перед продажей еще в Китае, а не слать сюда брак и после портить человеку настроение от покупки. Ставлю единицу за брак.",0
"8 ядер не чувствуются. На скорости работы они никак не сказываются. Параллельная работа в одинаковых приложениях на нем и 4-ядерном агрегате с 1300 мГц по ощущениям ничем не отличаются. Экран блеклый (из-за светлого пятна), предустановленные сервисы яндекса пришлось останавливать, ибо Андроид - это, всё-таки, Гугл. Одним словом - кроме аккумулятора достоинств нет.",0
"Аппарат брался взамен украденному DNS S4502.
Внешность большой роли для меня не играет, но однозначно не понравился материал задней крышки. То есть к качеству претензий нет, ничего не скрипит, не люфтит, не выпирает, но текстура выглядит отвратно, имхо. Не понравилось также расположение гнезда micro USB - сверху. Снизу удобнее.
Батарея (ради неё в основном и брался аппарат) вроде неплохая, но после первой полной зарядки, в режиме ""звонилка"" с включенным WiFi, GPS и подключенной учёткой Google, она разрядилась за сутки более чем на 50%. S4502 радовал меня гораздо больше. После установки софта, очищающего память, потребление снизилось.
Камера весьма посредственная, 5 мпикс. в S4502 снимала лучше. 
Что откровенно разочаровало, так это вспышка/фонарик. После супер крутого двухдиодного фонарика S4502, этот выглядит полным убожеством.
GPS по ощущениям не лучше.
Заводская плёнка наклеена с пузырьками и зашоркалась в течение одного (одного!) дня. На S4502 за два месяца эксплуатации хорошо если пара царапин появилась.
И вот подошли к главному, всё предыдущее мелочи, с которыми можно смириться. На второй день эксплуатации на экране появилось белое пятно и расползлось почти на весь экран. После перезагрузки исчезло, но через несколько часов появилось снова. Кинулся читать отзывы в интернете и выяснил, что это ""болезнь"" данной модели, с этой проблемой столкнулись многие. После этого аппарат решительно и бесповоротно был сдан обратно в магазин.
И напоследок, почему я записал процессор и в достоинства и в недостатки. Потому что, процессор сам по себе вещь неплохая, но в данном аппарате, при 4.5"" дисплее и 1 гиге оперативки, он только жрёт батарею и увеличивает стоимость.",0
"Оценить не удалось, возможно попался брак, но ввиду неисправности оценку по-минимуму, наверно дам ещё шанс, надеюсь оправдает.
З.ы. Ни в каких отзывах таких проблем с дисплеем не встречал (вероятно умер видеочип: перед смертью были характерные ""артефакты""). Возможно мне очень ""повезло""",0
"Сдал в салон обратно через 8 дней после покупки, но деньги не вернули и замену не дали! сказали на какой-то тост отправят, если подтвердиться, то вернут деньги или заменят! Считаю что это не по закону",0
"Телефон очень понравился , но мне попался брак в режиме ожидания телефон кушал батарею! Зарядил телефон на100% свернул все приложения с 0:00ч до 6:00ч он разрядился до 60% !!! Я переставил Симку в другой телефон и оставил его в покое на целый рабочий день вернулся домой в 17:00 проверил остаток 19% !!! Его хватает на сутки просто в режиме ожидания то есть положи в карман и не трогай проживет сутки !!!! Делайте выводы !!! Проблемам эта судя по отзывам у каждого 3го как повезет лотерея !!!",0
"Думала отхвачу за такие деньги хороший телефон (судя по параметрам, камера кстати, не плохая! и задняя и фронтальная), но, сыр по прежнему в мышеловке.",0
"Брал в Междуреченске тц""Район"", продавцы слукавили ,  сказав, что можно потестить и если не понравится то обменять на другой. Не обменяли , мол ,это сложное тех устройство. Сдал в сервис Huawei  в Осинниках с проблемой записи звука(тихий ) на видео и диктофоне, но они не признают это дефектом ,отвечают что по телефону нужно звонить, а не видео снимать, но зачем тогда камера 13mp. 
Не ведитесь на цену, не берите Huawei.",0
"При установке небольшого количества приложений постоянно выскакивают ошибки андроида об закрытии приложений и остановке сервисов, даже сам гугл обновить не удается ибо памяти мало. Смысл в том, что это якобы смартфон на андроиде?",0
"-Очень слабое железо
-Нереально мало памяти
-Ужасные углы обзора 
-Отвратительный звук из разговорного динамика
-Плохое качество сборки самого устройства 
-Никудышная камера (хотя за такие деньги спасибо, что камера хотя бы есть)",0
куча...Клавиатура не чувствительная смс надо набирать очень долго всегда нажимается не та буква. В интернете видео не грузит вообще. Нижние кнопки на корпусе без подсветки что очень не удобно в темноте. При прикосновении к экрану разблокируется. Во время разговора снимается блокировка и нажимается всё что угодно потом сложно сбросить разговор.,0
"их очень много
1-слабое железо
2-грани на задней крышке стираются
3-жутко глючит при установке двух трех приложений
4-старая версия андроида (хотя для цены это не совсем большой минус)
5-задняя крышка очень сильно пачкается
6-нету ни каких дополнительных аксессуаров чехла,пленки и защитного стекла,при таком минусе экран силбно разбит
7-после двух трех месяцев использования постоянно выдает ошибку и приходится возвращать к заводским настройкам
8-мало памяти
9-не тянет абсолютно ни какие игры,даже приложения по типу ютубя и вк очень глучат и вылетают",0
"ТОРМОЗИТ И ТУПИТ 
скриншот делает но не сохраняет хотя у меня 8 gb флешка и ничего нету 
ниче не качает с плей маркета
а дальше даже смысла нет писать",0
"Глючный!
- в процессе разговора меняется звук;
- не возможно завершить звонок , особенно если разговор был длительным;
- если в процессе разговора погас экран, то не получается даже выключить смартфон;
- слабая батарея.",0
"Собеседнику меня вообще не слышно. Набор букв неудобный. Чтобы снять крышку, нужно применить недюжую силушку (мне пришлось сломать ногти, воспользоваться ножницами, как рычагом. В итоге, пока я эту крышку отковыряла, ножницами повредился корпус). По-другому разобрать телефон просто невозможно. Приобретался, как временная замена сломавшемуся телефону. Купила именно смартфон, а не просто телефон, чтобы можно было установить необходимый минимум приложений (2гис, viber). В приложения заходит через раз, вечно выдает ошибку. В общем, даже этих двух тысяч он не стоит.",0
"Очень маленький экран,что крайне не удобно.Плохая батарея,может разрядится за час при активном пользовании.Камера ужасная.",0
"Никакая батарея, в режиме ожидания при выключенном экране не работает ни WiFi ни 3G, то есть если хотите оперативно получать сообщения мессенджеров, соцсетей, будете получать их скопом, когда включите экран. Пункт в меню WiFi, отвечающий за политику ничего не дает, даже если включить ""всегда"" аппарат все равно уходит в глухой сон и это полный бред. Батарею больше всего поглощает 3G, если передача данных выключена-день протянете (подчеркиваю, день а не сутки) если включена-может лечь часа за 3.",0
"При перезагрузке слетает мелодия звонка на стандартную,батарея садить очень быстро,пользуюсь пол года и он просто тупит,сам перезагружается,заряжается только после перезагрузки или в отключенном виде,короче просто кошмар.Интернет тормозит постоянно,иногда не могу закончить разговор,потому что не срабатывает кнопка отключения разговора,сенсор просто не срабатывает",0
"аппарат один сплошной большой недостаток.
Сенсор глючный;
Гнездо зарядки работает через раз ( заряжается через раз, выпадает гннздо,)
Микрофон ужаснастный, (при совершени звонка говорящего не слышно)
Если общаться по ват сапу не важно звонки, или просто переписываться- то предварительно нужно выпить валерианки. Глючит сенсор еще сильнее чем где либо, при редактировании неправильно написанного слова отправляет сообщения, не всегда срабатывает кнопка удаления букв. При звонке крякания,заедания звука,шуршашки.",0
После нескольких дней использования начал ужасно виснуть. Потом перестал включаться. Отвезли в сервисный центр где его видимо перепрошили. Проработал еще 2 недели и началась все тоже самое и еще в добавок сенсор перестал реагировать. Повезем сдавать пользоваться таким телефоном невозможно.,0
"Реально не 4 гб, а 2 гб памяти, батареи хватает только на 1 день, через два дня на экране появилась вертикальная полоса, сдал в СЦ, пока 3 дня жду решения, придется поменять на такой же так как нет денег на более дорогой.",0
"Тупит, батареи в лучше случае на полный рабочий день хватит.
Подвисает, даже бывает на ровном месте, это и понятно ОЗУ ведь 512",0
"батареи при использовании хватает на день. при интенсивном на пол дня, встроенной памяти остается очень мало, кнопки не удобные, камера долго фокусируется, но снимки неплохие, частые притормаживания на главном экране, после дохождения заряда до 15% очень быстро отключается, когда доходит до 5% выключается через несколько секунд, затем может не видеть карту памяти, помогает только ее форматирование :(",0
"Мало памяти, тормозит почти всегда, камера бесполезный хлам, замечательный экран нещадно жрет батарею, дешевый пластик с узором затирается за месяц использования, нет защитного стекла.",0
"Зависает, постоянно зависает даже после обновления заводских настроек. Даже просто что бы вернуться c странички с иконками приложений на ""рабочий"" стол зависает на 2-3 секунды. Задняя крышка очень быстро ""потерлась"".",0
"Камера не соответствует предъявленной в характеритики,изображение смазывает.Вспышка делает изображния зелеными или неприятно желтыми,фокус плохой,телефон не понравился,отдаем его назад",0
"ужасные искажения камеры
нет привычной регулировки громкости, всегда надо заходить через настройки
во время съемки при увеличении изображения - камера очень тупит и очень долго сохраняет
постоянные сбросы в настройках мелодии сигнала
больше 4-5 приложений теле начинает лагать и тормозить достаточно сильно
на макс громкости динамик противно скрипит
мало места для работы",0
"Через полгода после покупки стал жить своей жизнью. Периодически перезагружался, зависал. А сейчас практически не зарежается,  Стоит на зарядке и разрежает вовсе. Не особо сижу в интернете, но батарею ест быстро.",0
"При входящем вызове работает только нижний динамик. Это огромный недостаток, так как теперь имею постоянно пропущенные звонки. Исправить это программно не представляется возможным. В остальных приложениях и при воспроизведении звука работают оба динамика. 
Нет альтернативной прошивки и обновлений (и, похоже, не предвидится). 
Нет расширенных настроек звука и вибрации.",0
"переднее и заднее стекла разные: заднее с олеофобным покрытием, но царапается. переднее не царапается, зато без олеофобки.
Качество сборки. Заднее стекло около камер выступает за корпус, а в других частях утоплено. Болтается лоток для сим и карты памяти.
Камеры по качеству фото ниже среднего, видео просто отвратительно: звук прерывается, сама картинка дергается.
Сенсор экрана глючит: то сработает, то нет...
Но самый большой недостаток - это ПО. Не буду описывать все глюки и баги системы, скажу только что впечатление от ПО очень ужасные. И что печально обновлений прошивки нет и не будет(вышло пара каких-то фиксов, которые ничего не исправили).
Батарея как мне кажется намного менее емкая, чем заявлено. В одном обзоре измеряли емкость оказалось 2400АЧ...",0
"блеклые цвета на дисплее, до этого днс s5003 намного лучше. батарею начинает экономить при 20 процентах и ниже. стекло сзади абсолютно не нужно, приходится класть телефон осторожно дабы не разбить. габариты при таком дисплее неоправданно увеличены. сдох через неделю, вечером работал утром уже нет. отдал в сервис и ни духу ни слуху, впервые вижу ужаснейший сервис",0
"1. За 5 месяцев использования 2 раз в ремонте.
2. Сильно греется.
3. Фотографии не соответвуют 13мп, получаются размытыми... дажеине знаю как это комментировать, на другом телефоне с 8мп получаются даже лучше. И это очень огорчило, т.к. изначально на этом основывплся выбор телефона.
4. зависает и не реагирует на кнопки.
5. перестал заряжаться, в итоге 43 дня в ремонте!",0
"*Дико греется
*Нет обновлений ПО и не будет
*Несъемный аккумулятор (завис - жди, пока заряд кончится. и чинить сложно)",0
"корпус скрепит по бокам от клавиш, заряд держит день при пользовании им только в качестве звонилки! нет зарядки в комплекте! испортится аккумулятор, такого не найти, тел на выброс...",0
"То что зарядки в комплекте нет это скорее фишка. Китайцы в последнее время начали экономить на комплектах, видимо, догадываясь, что в каждой российской квартире microUSB кабелей по три штуки на квадратный метр.
Основная проблема, по которой решил написать гневный отзыв - через две недели пользования (или неделю, не помню точно) слетела прошивка. Телефон запускается до заставки, а дальше ""0"". Горит красным BQ и делай что хочешь, молись богу или прыгай с бубном. Прошивок в интернете нет, обратно без чека не приняли. Думал ""что может случиться с китайской звонилкой"", а ВОТ случилось. Кирпич белый по России стоит 5 р за штуку. У меня теперь за 790)",0
Жутко нагревается экран. Более минуты разговаривать невозможно. В динамике какие-то пощёлкивания и шорох. Батарея держит не более 12 часов и то с учётом не более 8 разговоров по минуте каждый.,0
"usb -наушники (переходников в комплекте нет)
отсутствие собственной памяти даже в пару мегабайт (для звонка/ картинки на экран )
тихий звонок (сама громкость рингтона)
мелодию на звонок поменять нельзя , т.к. мой аппарат не видел мп3, а своих 5 штук и те ужасные.

не видит мп3

при зарядке не показывает состояние заряда (то есть телефон просто заряжает аккумулятор до бесконечности, пока не выключишь из розетки)

через 2-е недели после начала реального использования захрипел динамик , стал пропадать звук . 

стучал/болтался аккумулятор .",0
"В закрытом состоянии крышка ходуном ходит,Слабоватая громкость,комп не определяет его. ""хлипенький какой то"",в настройках чёрт ногу сломит.",0
"убогая прошивка, ничего своего нельзя установить, зато есть встроенные игры которые удалить нельзя и тянут деньги со счёта телефона, если вниз играть.",0
"- Батарея!!! В самом начале она держала неделю максимум, через месяц - 3 дня максимум
- Скрипуч
- Слышно эхо при разговоре
- Кривая записная книжка
- Кривое, урезанное меню
- И самое главное - он сдох через 1,5 месяца аккуратного использования",0
"1.проработал менее недели - заряда батареи хватало в режиме ожидания на 1 день. Отдал в сервис - вернули деньги.
2. пока отключится или включится замучаешься кнопку нажимать",0
"Слабоватый уровень звука в режиме разговора, скорее всего дело в низкокачественном динамике.
Качество клавиатуры тоже оставляет желать лучшего, софтовые кнопки иногда залипают",0
"Чтобы позвонить контакту из тел. книги надо:
1. нажать меню (начало разблокировки)
2. нажать решетку (конец разблокировки)
3. опять нажать меню
4. прокрутить меню на 2 пункта вниз/вправо
5. нажать центр. кнопку для входа в тел.книгу
6. прокрутить список до нужного контакта
7. если есть несколько конктактов, начинающихся с одной и той же фамилии, долго и мучительно ждать, пока имя контакта не прокрутится в окошке, в котором убираются только 8-9 символов
8. нажать зеленую кнопку
А теперь попробуйте объяснить это пожилому человеку.

Поиск в тел.книге не работает, но занимает полэкрана.

Есть настройки для быстрого доступа ка различным приложениям по нажатию кнопок вверх/вниз/влево/вправо, но в огромном списке вариантов телефонной книги просто нет.",0
"Заявленная мощность батареи себя не оправдывает!!!!! Купили 26 декабря, проработал на остатке мощности 1,5 часа. После зарядки (всю ночь) не пользовались в режиме ожидания проработал до 10.00 29 декабря, т.е. всего-то сутки с небольшим, в режиме ожидания! Еще батарея при работе греется, того гляди закипит! При повороте если перевернул в горизонтальное положение, то оттуда возвращается с трудом! При включении ну очень долго грузится!",0
"- неудобные режимы на клавиатуре(ради которой только и брался), буква х не работает вообще, 
-интернет-сайты не показывает практически никакие, считай нет инета (забываем про почту или прогноз погоды), 
-заряд держит максимум день, 
-слабый экран, который хорошо показывает только в повернутом на 90 градусов положении, то есть делался для телефона обычной ориентации экрана",0
"Тормозит дико.
Шрифт маленький, увеличить нельзя.
Сложно открыть заднюю крышку, не сломав ее.
Телефон работает на неведомой платформе, название которой не знают даже в поддержке. Хотел установить часы в качестве обоев рабочего стола, но ни java, ни rar не поддерживаются. Звонок в поддержку не помог: они сказали, что не знают на какой платформе работает телефон и приложения какого формата можно установить.",0
"глючит датчик освещения, экран то Темнеет  то светлеет не зависимо от освещения. 
Батарея при малом использование не держит больше Суток 
Камера полное фуфло,  на с850  и к900 была в разы лучше",0
"Ни с того ни с сего умирает экран, помогает вернуть, если батарейку вытащить. За пару таких раз пластик на чехле начал откалываться(",0
"Нет датчика пропущенных событий, нет подсветки сенсорных клавиш. 
В смешанном режиме 2/3/4G не держит сеть, постоянно отваливается. Лечиться только отключением-включением сим карты",0
"1)по сути - четырехядерный процессор, работают либо 4 низкопроизводительных ядра либо 4 высокопроизводительных
2) не самое лучшее программное обеспечение
3) отсутствие обновлений, выпущено всего 2 и все, дальнейший выпуск не планируется, про переход даже на 6-ю версию забудте навсегда
4) очень часто виснет при блокировке, выход - зажать кнопку включения и кнопки громкости(обе)
5) очень, очень, очень плохая программа для съемки, при неплохой камере убивает снимки безумным сжатием, даже на ""высоком"" качестве сжатие не менее 70-80%, это безумно.
6) если хотите использовать навигацию - забудьте о энергосбережении, при активной гуглокарте греется как печка, сжирает заряд быстрее, чем успевает заряжать стоковая зарядка(!!!)",0
